Index,Folder,Filename,Image Size,BBox,BBox_Face,Categorical_Labels,Continuous_Labels,Gender,Age
9995,framesdb/images,frame_36nzo16u0fyljnat.jpg,"[600, 400]","[1, 45, 83, 366]","[11, 14, 37, 47]",['Engagement'],"[4, 10, 9]",Male,Adult
9996,framesdb/images,frame_36nzo16u0fyljnat.jpg,"[600, 400]","[172, 20, 394, 341]","[104, 18, 136, 58]",['Engagement'],"[4, 9, 9]",Male,Adult
9997,framesdb/images,frame_36nzo16u0fyljnat.jpg,"[600, 400]","[503, 44, 599, 395]","[45, 20, 69, 50]",['Engagement'],"[6, 8, 9]",Male,Adult
9998,framesdb/images,frame_ai25g3kt79harxmk.jpg,"[800, 533]","[501, 80, 691, 364]","[79, 20, 112, 68]",['Engagement'],"[5, 3, 4]",Female,Adult
9999,framesdb/images,frame_el37y5por4em6bms.jpg,"[634, 412]","[243, 166, 633, 411]","[217, 61, 324, 198]","['Confidence', 'Engagement']","[5, 4, 6]",Male,Adult
10000,framesdb/images,frame_h09olq0yc6bc3vkt.jpg,"[3311, 2217]","[2341, 571, 2778, 1066]","[120, 63, 223, 175]",['Engagement'],"[5, 6, 6]",Male,Adult
10001,framesdb/images,frame_h09olq0yc6bc3vkt.jpg,"[3311, 2217]","[1037, 626, 1605, 1173]","[158, 58, 281, 182]",['Engagement'],"[5, 6, 6]",Male,Adult
10002,framesdb/images,frame_exwp1rrpvlvase94.jpg,"[682, 1023]","[415, 449, 666, 980]","[65, 22, 128, 103]",['Happiness'],"[8, 3, 4]",Female,Adult
10003,framesdb/images,frame_exwp1rrpvlvase94.jpg,"[682, 1023]","[19, 434, 484, 1002]","[308, 42, 372, 111]",['Engagement'],"[8, 6, 8]",Male,Adult
10004,mscoco/images,COCO_train2014_000000563164.jpg,"[640, 480]","[238, 38, 465, 479]","[92, 32, 153, 114]","['Disconnection', 'Engagement']","[5, 3, 5]",Female,Teenager
10005,framesdb/images,frame_2g2zmgnh3jqnxe2a.jpg,"[3003, 1948]","[143, 15, 1469, 1942]","[477, 277, 884, 774]","['Engagement', 'Pleasure']","[4, 7, 7]",Female,Adult
10006,mscoco/images,COCO_train2014_000000177160.jpg,"[411, 500]","[78, 34, 326, 345]","[110, 28, 156, 90]","['Happiness', 'Sympathy']","[8, 5, 6]",Male,Adult
10007,mscoco/images,COCO_train2014_000000567219.jpg,"[427, 640]","[225, 28, 389, 386]","[82, 13, 117, 53]",['Happiness'],"[8, 4, 6]",Female,Adult
10008,mscoco/images,COCO_train2014_000000567219.jpg,"[427, 640]","[108, 26, 266, 338]","[78, 21, 110, 62]",['Engagement'],"[8, 4, 7]",Female,Adult
10009,mscoco/images,COCO_train2014_000000048432.jpg,"[427, 640]","[177, 24, 386, 366]","[62, 17, 110, 79]",['Engagement'],"[6, 6, 7]",Male,Adult
10010,mscoco/images,COCO_train2014_000000064310.jpg,"[500, 333]","[201, 72, 481, 308]","[137, 7, 192, 91]",['Engagement'],"[6, 6, 6]",Male,Adult
10011,mscoco/images,COCO_train2014_000000576526.jpg,"[640, 425]","[176, 129, 405, 307]","[131, 21, 196, 104]","['Engagement', 'Happiness']","[6, 4, 5]",Male,Kid
10012,mscoco/images,COCO_train2014_000000252069.jpg,"[640, 480]","[209, 66, 615, 420]","[264, 34, 317, 95]",['Yearning'],"[9, 3, 8]",Male,Adult
10013,framesdb/images,frame_kzrbb0ytmkmk3pha.jpg,"[960, 305]","[434, 9, 849, 303]","[121, 8, 213, 120]",['Engagement'],"[8, 3, 8]",Female,Adult
10014,framesdb/images,frame_irpl7nmnn88mpzkl.jpg,"[1024, 684]","[821, 121, 1003, 456]","[133, 24, 166, 62]",['Happiness'],"[4, 4, 3]",Male,Adult
10015,mscoco/images,COCO_train2014_000000432742.jpg,"[640, 427]","[242, 123, 370, 426]","[64, 16, 89, 51]","['Engagement', 'Happiness']","[8, 5, 9]",Male,Adult
10016,framesdb/images,frame_5ohs2e4d1vhn8yjx.jpg,"[700, 349]","[179, 0, 670, 348]","[185, 28, 276, 206]",['Engagement'],"[6, 3, 7]",Female,Kid
10017,mscoco/images,COCO_train2014_000000011292.jpg,"[640, 640]","[38, 196, 189, 628]","[68, 23, 129, 103]","['Disapproval', 'Doubt/Confusion']","[2, 5, 3]",Female,Adult
10018,mscoco/images,COCO_train2014_000000011292.jpg,"[640, 640]","[314, 93, 587, 629]","[95, 54, 175, 162]",['Engagement'],"[3, 5, 5]",Male,Adult
10019,ade20k/images,sun_baaiyyqorxbkepxr.jpg,"[1280, 960]","[1, 355, 364, 954]","[211, 41, 312, 176]","['Excitement', 'Happiness']","[7, 6, 6]",Male,Teenager
10020,ade20k/images,sun_baaiyyqorxbkepxr.jpg,"[1280, 960]","[287, 395, 532, 722]","[93, 12, 183, 128]","['Affection', 'Anticipation']","[7, 2, 7]",Male,Adult
10021,mscoco/images,COCO_train2014_000000510570.jpg,"[640, 480]","[399, 109, 515, 376]","[65, 45, 127, 143]",['Happiness'],"[8, 4, 8]",Female,Adult
10022,emodb_small/images,8qlpirattjlw508ay6.jpg,"[632, 948]","[180, 93, 632, 597]","[206, 86, 366, 281]","['Disapproval', 'Disquietment', 'Surprise']","[3, 2, 2]",Female,Adult
10023,framesdb/images,frame_kwm9a7uj5g7n53do.jpg,"[634, 478]","[17, 153, 315, 468]","[137, 53, 234, 188]","['Annoyance', 'Disquietment']","[3, 10, 10]",Male,Adult
10024,mscoco/images,COCO_train2014_000000558018.jpg,"[640, 427]","[104, 73, 428, 421]","[176, 38, 256, 151]",['Engagement'],"[6, 7, 7]",Female,Adult
10025,mscoco/images,COCO_train2014_000000134937.jpg,"[640, 480]","[329, 92, 579, 451]","[105, 23, 137, 67]",['Engagement'],"[6, 8, 6]",Male,Teenager
10026,framesdb/images,frame_dzwa3z0a0bbfuri5.jpg,"[3840, 2160]","[2333, 709, 3573, 2102]","[784, 64, 961, 323]","['Happiness', 'Peace', 'Pleasure']","[7, 7, 5]",Male,Adult
10027,mscoco/images,COCO_train2014_000000422591.jpg,"[640, 384]","[91, 42, 513, 383]","[184, 137, 264, 247]",['Engagement'],"[6, 7, 7]",Male,Adult
10028,ade20k/images,sun_acoitvzbpriogtkp.jpg,"[960, 992]","[556, 238, 806, 812]","[30, 21, 71, 83]","['Disconnection', 'Engagement']","[5, 3, 4]",Male,Adult
10029,framesdb/images,frame_lz234384kkz6dwji.jpg,"[300, 470]","[113, 50, 296, 452]","[22, 58, 73, 122]","['Happiness', 'Pleasure']","[6, 7, 8]",Female,Adult
10030,mscoco/images,COCO_train2014_000000275718.jpg,"[640, 480]","[12, 88, 296, 372]","[216, 43, 261, 88]",['Fatigue'],"[5, 4, 7]",Male,Kid
10031,framesdb/images,frame_ayj1mhr5pe4ru5zm.jpg,"[959, 1024]","[383, 37, 627, 544]","[90, 65, 160, 152]","['Anticipation', 'Engagement']","[6, 6, 6]",Male,Adult
10032,mscoco/images,COCO_train2014_000000087655.jpg,"[640, 427]","[102, 13, 483, 421]","[166, 140, 373, 382]","['Engagement', 'Peace']","[6, 4, 7]",Male,Kid
10033,mscoco/images,COCO_train2014_000000103437.jpg,"[640, 429]","[135, 26, 598, 359]","[167, 103, 262, 211]",['Engagement'],"[5, 3, 7]",Female,Kid
10034,mscoco/images,COCO_train2014_000000072681.jpg,"[640, 478]","[83, 8, 290, 471]","[98, 44, 161, 122]","['Happiness', 'Peace']","[6, 4, 7]",Female,Kid
10035,mscoco/images,COCO_train2014_000000062743.jpg,"[640, 480]","[406, 98, 538, 421]","[47, 26, 104, 95]",['Happiness'],"[8, 4, 7]",Female,Adult
10036,mscoco/images,COCO_train2014_000000129700.jpg,"[640, 480]","[276, 165, 417, 391]","[52, 11, 88, 57]",['Excitement'],"[8, 4, 7]",Female,Adult
10037,mscoco/images,COCO_train2014_000000129700.jpg,"[640, 480]","[108, 166, 240, 352]","[70, 24, 108, 63]","['Anticipation', 'Engagement']","[6, 4, 9]",Female,Adult
10038,mscoco/images,COCO_train2014_000000518052.jpg,"[640, 427]","[410, 162, 613, 426]","[89, 13, 114, 43]",['Engagement'],"[6, 10, 7]",Male,Teenager
10039,mscoco/images,COCO_val2014_000000235486.jpg,"[640, 399]","[106, 48, 279, 221]","[54, 19, 92, 66]","['Affection', 'Engagement', 'Happiness', 'Pleasure']","[8, 5, 9]",Female,Adult
10040,mscoco/images,COCO_val2014_000000235486.jpg,"[640, 399]","[332, 20, 521, 199]","[90, 21, 125, 68]",['Sympathy'],"[6, 4, 6]",Male,Adult
10041,mscoco/images,COCO_train2014_000000512503.jpg,"[640, 491]","[242, 178, 340, 490]","[42, 13, 69, 47]",['Engagement'],"[7, 3, 8]",Female,Adult
10042,mscoco/images,COCO_train2014_000000512503.jpg,"[640, 491]","[289, 81, 604, 490]","[132, 22, 209, 136]","['Confidence', 'Engagement']","[6, 7, 7]",Male,Adult
10043,mscoco/images,COCO_train2014_000000133576.jpg,"[500, 333]","[221, 39, 425, 299]","[44, 20, 122, 128]",['Happiness'],"[6, 4, 6]",Female,Adult
10044,mscoco/images,COCO_train2014_000000465941.jpg,"[500, 375]","[196, 55, 346, 370]","[42, 20, 68, 51]","['Confidence', 'Disconnection']","[7, 8, 9]",Male,Adult
10045,framesdb/images,frame_cmcads9jps0d4g3v.jpg,"[600, 397]","[235, 167, 396, 375]","[62, 23, 96, 68]","['Anticipation', 'Engagement', 'Happiness', 'Pleasure']","[5, 6, 6]",Male,Kid
10046,framesdb/images,frame_cmcads9jps0d4g3v.jpg,"[600, 397]","[370, 29, 599, 384]","[88, 37, 153, 139]","['Engagement', 'Happiness']","[5, 2, 9]",Male,Adult
10047,mscoco/images,COCO_train2014_000000170464.jpg,"[640, 480]","[145, 157, 265, 439]","[56, 8, 85, 41]","['Anticipation', 'Confidence', 'Engagement']","[6, 7, 7]",Female,Adult
10048,framesdb/images,frame_6gbmpi4ncn35ykzr.jpg,"[800, 600]","[407, 31, 700, 599]","[79, 114, 118, 166]","['Confidence', 'Engagement']","[8, 4, 8]",Male,Adult
10049,mscoco/images,COCO_train2014_000000211048.jpg,"[500, 375]","[80, 20, 354, 374]","[77, 34, 142, 140]","['Engagement', 'Peace']","[6, 7, 6]",Male,Teenager
10050,framesdb/images,frame_26r1bu5r8wcslh98.jpg,"[2000, 1334]","[859, 543, 1646, 1284]","[210, 81, 318, 226]",['Engagement'],"[7, 5, 8]",Female,Teenager
10051,framesdb/images,frame_26r1bu5r8wcslh98.jpg,"[2000, 1334]","[245, 293, 728, 1238]","[120, 63, 228, 204]","['Happiness', 'Pleasure']","[7, 7, 7]",Female,Adult
10052,mscoco/images,COCO_train2014_000000021717.jpg,"[640, 426]","[136, 29, 362, 425]","[111, 105, 170, 175]",['Engagement'],"[8, 6, 4]",Male,Adult
10053,mscoco/images,COCO_train2014_000000334645.jpg,"[640, 480]","[490, 127, 626, 331]","[61, 33, 100, 74]","['Anticipation', 'Engagement']","[5, 7, 7]",Male,Adult
10054,emodb_small/images,2h2q4p40g3kmits3it.jpg,"[183, 276]","[94, 21, 183, 183]","[15, 19, 51, 64]","['Affection', 'Happiness', 'Sympathy']","[8, 7, 8]",Male,Kid
10055,emodb_small/images,2h2q4p40g3kmits3it.jpg,"[183, 276]","[31, 21, 183, 188]","[77, 18, 114, 64]","['Affection', 'Excitement', 'Happiness', 'Peace', 'Sensitivity', 'Sympathy']","[8, 5, 3]",Female,Kid
10056,framesdb/images,frame_7948vez7rqur110a.jpg,"[1024, 683]","[283, 213, 420, 436]","[39, 12, 69, 46]","['Anticipation', 'Happiness']","[8, 7, 7]",Female,Adult
10057,framesdb/images,frame_7948vez7rqur110a.jpg,"[1024, 683]","[445, 56, 574, 252]","[40, 17, 77, 61]","['Anticipation', 'Engagement']","[6, 5, 4]",Male,Adult
10058,framesdb/images,frame_kqe293nzpm9o13i5.jpg,"[3219, 1527]","[29, 401, 219, 891]","[10, 25, 154, 198]","['Confidence', 'Excitement', 'Happiness']","[8, 4, 6]",Female,Adult
10059,framesdb/images,frame_kqe293nzpm9o13i5.jpg,"[3219, 1527]","[122, 407, 467, 727]","[135, 26, 262, 181]","['Anticipation', 'Confidence', 'Esteem']","[7, 3, 8]",Female,Adult
10060,framesdb/images,frame_h3o9xaggc6doemx4.jpg,"[417, 366]","[211, 75, 405, 359]","[39, 12, 118, 102]","['Confidence', 'Excitement', 'Happiness']","[7, 7, 8]",Male,Adult
10061,framesdb/images,frame_h3o9xaggc6doemx4.jpg,"[417, 366]","[20, 60, 233, 361]","[89, 35, 169, 133]",['Engagement'],"[6, 6, 7]",Male,Adult
10062,framesdb/images,frame_gtqi5bi3yuwkywc4.jpg,"[622, 415]","[419, 86, 576, 412]","[54, 4, 95, 66]",['Engagement'],"[7, 4, 2]",Female,Adult
10063,framesdb/images,frame_gtqi5bi3yuwkywc4.jpg,"[622, 415]","[19, 118, 190, 412]","[83, 35, 140, 109]","['Engagement', 'Peace']","[5, 3, 2]",Female,Adult
10064,framesdb/images,frame_gtqi5bi3yuwkywc4.jpg,"[622, 415]","[161, 60, 275, 320]","[33, 31, 66, 69]","['Anticipation', 'Disconnection']","[5, 6, 6]",Male,Adult
10065,mscoco/images,COCO_val2014_000000141492.jpg,"[640, 427]","[259, 16, 505, 426]","[87, 18, 122, 71]","['Anticipation', 'Confidence', 'Engagement']","[6, 10, 9]",Female,Adult
10066,mscoco/images,COCO_val2014_000000266677.jpg,"[640, 426]","[248, 39, 479, 420]","[61, 9, 109, 75]","['Confidence', 'Engagement', 'Peace']","[6, 4, 7]",Female,Adult
10067,framesdb/images,frame_2jze9gigphr31v4d.jpg,"[800, 532]","[262, 52, 653, 491]","[71, 34, 161, 147]",['Engagement'],"[9, 7, 7]",Male,Adult
10068,framesdb/images,frame_0qkifxv4r0tmp5c3.jpg,"[600, 400]","[223, 150, 357, 346]","[56, 27, 110, 95]","['Engagement', 'Pleasure']","[6, 7, 7]",Female,Adult
10069,framesdb/images,frame_dlhrt9g1py38ky5f.jpg,"[3500, 2428]","[703, 447, 1404, 2184]","[369, 100, 559, 329]",['Engagement'],"[5, 7, 5]",Male,Adult
10070,framesdb/images,frame_dlhrt9g1py38ky5f.jpg,"[3500, 2428]","[2038, 150, 3288, 2287]","[164, 464, 287, 629]",['Disconnection'],"[5, 3, 9]",Male,Adult
10071,framesdb/images,frame_dlhrt9g1py38ky5f.jpg,"[3500, 2428]","[1287, 394, 2044, 2406]","[608, 218, 731, 379]",['Engagement'],"[5, 2, 9]",Male,Adult
10072,mscoco/images,COCO_train2014_000000129272.jpg,"[480, 640]","[165, 106, 349, 469]","[65, 19, 95, 55]","['Anticipation', 'Engagement']","[6, 1, 7]",Male,Kid
10073,framesdb/images,frame_fhn0i981toic60a7.jpg,"[1680, 1050]","[925, 323, 1392, 963]","[268, 3, 380, 94]","['Affection', 'Doubt/Confusion', 'Fear']","[6, 3, 3]",Female,Teenager
10074,mscoco/images,COCO_train2014_000000461458.jpg,"[500, 375]","[50, 86, 269, 374]","[113, 16, 146, 62]",['Happiness'],"[7, 6, 7]",Female,Adult
10075,ade20k/images,sun_aewxbgwemnflhkxw.jpg,"[600, 800]","[4, 231, 125, 590]","[2, 64, 89, 161]","['Anticipation', 'Engagement', 'Excitement', 'Happiness']","[5, 5, 6]",Male,Kid
10076,mscoco/images,COCO_train2014_000000510424.jpg,"[640, 374]","[136, 34, 564, 368]","[157, 84, 264, 210]","['Disquietment', 'Embarrassment']","[5, 4, 10]",Male,Kid
10077,mscoco/images,COCO_train2014_000000575631.jpg,"[640, 464]","[143, 15, 384, 456]","[88, 57, 166, 149]","['Affection', 'Engagement', 'Happiness']","[6, 7, 7]",Male,Kid
10078,emodb_small/images,1qi7lh7wbp8f7owcp3.jpg,"[660, 990]","[11, 1, 660, 656]","[185, 79, 386, 303]","['Affection', 'Happiness', 'Pleasure']","[6, 6, 6]",Female,Adult
10079,mscoco/images,COCO_train2014_000000279345.jpg,"[640, 427]","[380, 128, 572, 376]","[106, 19, 152, 87]",['Yearning'],"[8, 2, 6]",Female,Adult
10080,mscoco/images,COCO_train2014_000000279345.jpg,"[640, 427]","[85, 78, 520, 414]","[132, 20, 227, 143]",['Engagement'],"[6, 6, 5]",Male,Teenager
10081,mscoco/images,COCO_train2014_000000381577.jpg,"[640, 425]","[385, 148, 550, 419]","[68, 26, 119, 94]","['Anticipation', 'Confidence']","[6, 4, 6]",Female,Teenager
10082,ade20k/images,sun_blxtspeqplpgardy.jpg,"[2304, 3072]","[721, 168, 1547, 3061]","[174, 89, 435, 434]","['Confidence', 'Happiness']","[7, 2, 7]",Female,Adult
10083,mscoco/images,COCO_val2014_000000260247.jpg,"[500, 384]","[219, 244, 401, 377]","[65, 28, 112, 92]",['Confidence'],"[7, 5, 9]",Male,Adult
10084,framesdb/images,frame_az48bwl4d8hkjsqb.jpg,"[624, 468]","[139, 70, 316, 278]","[68, 13, 107, 63]","['Anticipation', 'Engagement']","[5, 3, 3]",Female,Teenager
10085,mscoco/images,COCO_val2014_000000533596.jpg,"[640, 426]","[196, 13, 487, 425]","[118, 53, 218, 171]","['Happiness', 'Peace']","[6, 6, 6]",Female,Kid
10086,mscoco/images,COCO_val2014_000000040083.jpg,"[500, 333]","[257, 139, 397, 293]","[76, 10, 98, 38]",['Doubt/Confusion'],"[5, 4, 7]",Male,Adult
10087,framesdb/images,frame_04509k09f3e1qygw.jpg,"[634, 425]","[204, 26, 482, 305]","[83, 28, 138, 105]","['Excitement', 'Happiness', 'Pleasure']","[9, 9, 9]",Male,Adult
10088,emodb_small/images,gyi3tunx4pd4uep74y.jpg,"[333, 500]","[35, 1, 333, 326]","[113, 68, 269, 283]","['Anger', 'Annoyance', 'Disapproval']","[2, 4, 4]",Female,Kid
10089,mscoco/images,COCO_val2014_000000572090.jpg,"[640, 639]","[81, 170, 562, 630]","[157, 29, 297, 220]",['Confidence'],"[7, 6, 8]",Female,Adult
10090,mscoco/images,COCO_train2014_000000426201.jpg,"[600, 400]","[255, 39, 427, 334]","[92, 15, 122, 57]",['Yearning'],"[6, 8, 9]",Male,Adult
10091,mscoco/images,COCO_val2014_000000469085.jpg,"[640, 480]","[185, 113, 365, 472]","[74, 12, 126, 84]","['Excitement', 'Happiness']","[9, 7, 9]",Female,Teenager
10092,mscoco/images,COCO_val2014_000000469085.jpg,"[640, 480]","[425, 164, 623, 476]","[95, 35, 150, 104]","['Embarrassment', 'Engagement']","[5, 5, 5]",Female,Teenager
10093,mscoco/images,COCO_val2014_000000469085.jpg,"[640, 480]","[339, 157, 505, 478]","[92, 25, 137, 84]",['Happiness'],"[6, 4, 7]",Female,Adult
10094,mscoco/images,COCO_train2014_000000410107.jpg,"[640, 427]","[280, 56, 538, 419]","[144, 25, 178, 75]","['Confidence', 'Esteem', 'Happiness', 'Pleasure']","[7, 8, 9]",Male,Teenager
10095,mscoco/images,COCO_val2014_000000115667.jpg,"[360, 640]","[67, 35, 288, 233]","[105, 45, 163, 113]","['Affection', 'Happiness', 'Sympathy']","[6, 3, 6]",Female,Kid
10096,ade20k/images,sun_bcxyfwynldhmlxdz.jpg,"[1944, 2592]","[682, 684, 1233, 1288]","[33, 139, 207, 364]","['Confidence', 'Engagement']","[4, 4, 4]",Female,Adult
10097,mscoco/images,COCO_train2014_000000001804.jpg,"[640, 480]","[39, 42, 394, 468]","[167, 56, 294, 229]",['Happiness'],"[8, 7, 5]",Female,Teenager
10098,mscoco/images,COCO_val2014_000000188624.jpg,"[640, 330]","[200, 44, 370, 284]","[72, 24, 100, 59]","['Anticipation', 'Engagement']","[7, 10, 8]",Male,Adult
10099,framesdb/images,frame_5beci4x12qwfx66v.jpg,"[1189, 669]","[0, 196, 449, 668]","[230, 41, 362, 220]","['Engagement', 'Pleasure']","[6, 4, 7]",Male,Adult
10100,framesdb/images,frame_5beci4x12qwfx66v.jpg,"[1189, 669]","[726, 175, 1148, 659]","[97, 97, 183, 222]","['Engagement', 'Pleasure']","[4, 4, 9]",Male,Kid
10101,framesdb/images,frame_5beci4x12qwfx66v.jpg,"[1189, 669]","[639, 16, 898, 668]","[45, 26, 150, 151]",['Engagement'],"[5, 4, 5]",Female,Adult
10102,mscoco/images,COCO_val2014_000000101414.jpg,"[640, 512]","[98, 156, 373, 503]","[50, 16, 172, 174]","['Affection', 'Disconnection', 'Engagement', 'Excitement', 'Pleasure']","[6, 2, 2]",Male,Kid
10103,mscoco/images,COCO_train2014_000000125908.jpg,"[640, 480]","[395, 66, 540, 259]","[45, 9, 82, 57]",['Engagement'],"[8, 8, 8]",Male,Adult
10104,emodb_small/images,8apqknytr6gwnqso4b.jpg,"[1021, 1536]","[799, 194, 1021, 1021]","[82, 81, 212, 299]","['Disconnection', 'Engagement', 'Fatigue']","[6, 3, 4]",Male,Kid
10105,framesdb/images,frame_e4rcfmmbmuogty9s.jpg,"[3412, 2409]","[367, 848, 784, 1913]","[202, 64, 283, 172]",['Engagement'],"[5, 3, 9]",Female,Adult
10106,framesdb/images,frame_e4rcfmmbmuogty9s.jpg,"[3412, 2409]","[1058, 1054, 1282, 1399]","[47, 1, 104, 77]",['Engagement'],"[6, 6, 6]",Male,Adult
10107,framesdb/images,frame_8o4lhcl4zw216bis.jpg,"[634, 449]","[413, 65, 573, 395]","[54, 19, 103, 83]",['Engagement'],"[7, 7, 7]",Female,Teenager
10108,framesdb/images,frame_8o4lhcl4zw216bis.jpg,"[634, 449]","[99, 19, 366, 398]","[157, 31, 214, 111]","['Confidence', 'Engagement']","[5, 2, 8]",Male,Adult
10109,framesdb/images,frame_8o4lhcl4zw216bis.jpg,"[634, 449]","[305, 115, 414, 377]","[12, 5, 49, 50]","['Disconnection', 'Engagement']","[5, 2, 8]",Male,Adult
10110,mscoco/images,COCO_train2014_000000178177.jpg,"[640, 480]","[248, 98, 406, 380]","[61, 10, 104, 66]",['Yearning'],"[7, 4, 6]",Male,Adult
10111,mscoco/images,COCO_train2014_000000444350.jpg,"[640, 591]","[469, 111, 612, 528]","[41, 11, 85, 64]","['Anticipation', 'Engagement', 'Excitement', 'Happiness']","[5, 6, 7]",Male,Adult
10112,mscoco/images,COCO_train2014_000000101839.jpg,"[640, 426]","[415, 205, 597, 424]","[75, 17, 106, 56]","['Engagement', 'Happiness']","[7, 8, 7]",Male,Adult
10113,mscoco/images,COCO_train2014_000000125321.jpg,"[640, 502]","[203, 116, 417, 324]","[82, 25, 127, 85]","['Anticipation', 'Yearning']","[6, 6, 6]",Female,Adult
10114,mscoco/images,COCO_train2014_000000125321.jpg,"[640, 502]","[384, 100, 601, 332]","[90, 25, 143, 94]",['Peace'],"[6, 8, 8]",Male,Teenager
10115,framesdb/images,frame_ewan75szjymwfblb.jpg,"[960, 720]","[467, 146, 655, 521]","[83, 40, 133, 107]",['Engagement'],"[6, 5, 7]",Male,Adult
10116,framesdb/images,frame_7qc97robmuj0sgar.jpg,"[960, 636]","[705, 108, 932, 538]","[112, 27, 155, 74]","['Anticipation', 'Engagement']","[5, 8, 3]",Male,Adult
10117,mscoco/images,COCO_train2014_000000045885.jpg,"[640, 427]","[69, 63, 248, 422]","[131, 14, 170, 65]",['Happiness'],"[4, 3, 3]",Male,Adult
10118,mscoco/images,COCO_train2014_000000528167.jpg,"[640, 425]","[244, 104, 417, 398]","[76, 22, 115, 73]",['Confidence'],"[4, 4, 5]",Male,Teenager
10119,mscoco/images,COCO_train2014_000000528167.jpg,"[640, 425]","[72, 100, 247, 374]","[60, 23, 105, 75]","['Engagement', 'Esteem']","[5, 4, 5]",Male,Teenager
10120,mscoco/images,COCO_train2014_000000161865.jpg,"[640, 468]","[113, 90, 325, 460]","[66, 17, 119, 94]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[8, 6, 6]",Male,Adult
10121,mscoco/images,COCO_val2014_000000209041.jpg,"[375, 500]","[7, 39, 222, 331]","[98, 36, 164, 133]",['Engagement'],"[5, 4, 9]",Male,Adult
10122,framesdb/images,frame_6kuum6n71jlwwv3h.jpg,"[675, 462]","[452, 192, 598, 444]","[24, 18, 70, 78]","['Disconnection', 'Disquietment', 'Doubt/Confusion', 'Sensitivity']","[7, 3, 7]",Male,Adult
10123,mscoco/images,COCO_train2014_000000075842.jpg,"[500, 375]","[35, 78, 209, 374]","[56, 16, 90, 69]","['Engagement', 'Pleasure']","[6, 4, 7]",Male,Adult
10124,mscoco/images,COCO_train2014_000000075842.jpg,"[500, 375]","[232, 84, 467, 368]","[124, 36, 153, 79]","['Engagement', 'Happiness']","[6, 7, 7]",Male,Teenager
10125,mscoco/images,COCO_val2014_000000173008.jpg,"[640, 480]","[242, 66, 507, 473]","[9, 52, 81, 143]",['Engagement'],"[6, 6, 7]",Male,Adult
10126,mscoco/images,COCO_train2014_000000505861.jpg,"[640, 428]","[392, 51, 495, 345]","[47, 11, 75, 47]",['Engagement'],"[6, 4, 4]",Female,Adult
10127,framesdb/images,frame_fr815em74q9ubc6f.jpg,"[720, 540]","[15, 22, 298, 401]","[127, 37, 193, 148]",['Engagement'],"[8, 6, 7]",Male,Adult
10128,framesdb/images,frame_fr815em74q9ubc6f.jpg,"[720, 540]","[474, 67, 719, 391]","[73, 7, 137, 109]","['Happiness', 'Pleasure']","[8, 6, 6]",Female,Adult
10129,mscoco/images,COCO_train2014_000000486125.jpg,"[640, 425]","[20, 41, 311, 424]","[90, 20, 165, 119]","['Annoyance', 'Fatigue']","[7, 7, 3]",Male,Teenager
10130,framesdb/images,frame_ehb9epvzd41eruzp.jpg,"[4592, 3448]","[2889, 1138, 3913, 3425]","[144, 183, 446, 589]",['Happiness'],"[8, 6, 6]",Female,Adult
10131,mscoco/images,COCO_train2014_000000232118.jpg,"[640, 378]","[435, 46, 587, 261]","[49, 34, 107, 121]","['Engagement', 'Excitement', 'Happiness', 'Surprise']","[7, 5, 6]",Female,Adult
10132,mscoco/images,COCO_train2014_000000023420.jpg,"[640, 640]","[151, 108, 624, 629]","[97, 54, 194, 167]",['Confidence'],"[4, 9, 7]",Male,Adult
10133,framesdb/images,frame_456jtxu8zguqi4zl.jpg,"[1200, 805]","[888, 227, 1102, 744]","[94, 29, 140, 88]","['Anticipation', 'Confidence', 'Happiness']","[9, 8, 8]",Female,Adult
10134,framesdb/images,frame_456jtxu8zguqi4zl.jpg,"[1200, 805]","[157, 252, 537, 729]","[82, 0, 126, 49]","['Excitement', 'Happiness']","[9, 8, 7]",Female,Adult
10135,mscoco/images,COCO_train2014_000000439883.jpg,"[640, 429]","[210, 15, 451, 391]","[99, 25, 134, 66]","['Anticipation', 'Confidence', 'Excitement']","[8, 9, 8]",Male,Adult
10136,mscoco/images,COCO_train2014_000000093587.jpg,"[640, 425]","[224, 11, 547, 378]","[48, 28, 112, 99]",['Happiness'],"[8, 6, 5]",Male,Adult
10137,mscoco/images,COCO_val2014_000000093329.jpg,"[640, 427]","[62, 16, 250, 388]","[73, 25, 127, 92]",['Engagement'],"[7, 6, 7]",Male,Adult
10138,framesdb/images,frame_7tt6ykm1725lpag3.jpg,"[330, 450]","[140, 24, 329, 426]","[109, 46, 171, 122]","['Confidence', 'Engagement', 'Happiness']","[7, 3, 9]",Male,Adult
10139,mscoco/images,COCO_val2014_000000520508.jpg,"[500, 375]","[155, 98, 302, 322]","[67, 1, 95, 31]",['Engagement'],"[7, 7, 8]",Male,Adult
10140,framesdb/images,frame_40ac4c81z41a3yze.jpg,"[1300, 1039]","[332, 30, 1170, 944]","[352, 71, 521, 294]",['Engagement'],"[8, 6, 6]",Male,Adult
10141,framesdb/images,frame_40ac4c81z41a3yze.jpg,"[1300, 1039]","[119, 175, 380, 970]","[110, 49, 186, 153]",['Engagement'],"[4, 3, 2]",Female,Adult
